date;spv;temp
2022-01-03 16:00:00;3609.687573;15.2
2022-01-03 17:00:00;1023.440823;13.7
2022-01-03 18:00:00;8.755696473;12.3
2022-01-03 19:00:00;0;11.6
2022-01-03 20:00:00;0;11
2022-01-03 21:00:00;0;10.6
2022-01-03 22:00:00;0;10.3
2022-01-03 23:00:00;0;10
2022-01-04 00:00:00;0;9.9
2022-01-04 01:00:00;0;9.8
2022-01-04 02:00:00;0;9.5
2022-01-04 03:00:00;0;9.3
2022-01-04 04:00:00;0;9.3
2022-01-04 05:00:00;0;9.4
2022-01-04 06:00:00;0;9.4
2022-01-04 07:00:00;0;9.4
2022-01-04 08:00:00;75.55497978;9.4
2022-01-04 09:00:00;1492.781349;10.3
2022-01-04 10:00:00;3060.974297;12
2022-01-04 11:00:00;3947.614179;13.5
2022-01-04 12:00:00;4087.993363;14.6
2022-01-04 13:00:00;5007.340673;15.4
2022-01-04 14:00:00;4013.355021;15.5
2022-01-04 15:00:00;3231.66119;15
2022-01-04 16:00:00;2464.080739;14
2022-01-04 17:00:00;816.2846246;12.6
2022-01-04 18:00:00;8.932196257;11.3
2022-01-04 19:00:00;0;10.6
2022-01-04 20:00:00;0;9.9
2022-01-04 21:00:00;0;9.4
2022-01-04 22:00:00;0;8.8
2022-01-04 23:00:00;0;8.5
2022-01-05 00:00:00;0;8.3
2022-01-05 01:00:00;0;8.3
2022-01-05 02:00:00;0;8.3
2022-01-05 03:00:00;0;8
2022-01-05 04:00:00;0;7.5
2022-01-05 05:00:00;0;7.2
2022-01-05 06:00:00;0;7
2022-01-05 07:00:00;0;6.9
2022-01-05 08:00:00;82.32336462;6.9
2022-01-05 09:00:00;1863.619234;7.3
2022-01-05 10:00:00;3678.820522;8.4
2022-01-05 11:00:00;4590.309458;9.4
2022-01-05 12:00:00;4829.961696;10.2
2022-01-05 13:00:00;4288.010833;10.7
2022-01-05 14:00:00;3476.435726;10.9
2022-01-05 15:00:00;2720.516572;10.9
2022-01-05 16:00:00;1602.598958;10.4
2022-01-05 17:00:00;402.5170084;9.6
2022-01-05 18:00:00;4.166177378;8.6
2022-01-05 19:00:00;0;7.8
2022-01-05 20:00:00;0;7.4
2022-01-05 21:00:00;0;7.2
2022-01-05 22:00:00;0;6.9
2022-01-05 23:00:00;0;6.6
2022-01-06 00:00:00;0;6.2
2022-01-06 01:00:00;0;5.7
2022-01-06 02:00:00;0;5.3
2022-01-06 03:00:00;0;5
2022-01-06 04:00:00;0;4.7
2022-01-06 05:00:00;0;4.3
2022-01-06 06:00:00;0;4
2022-01-06 07:00:00;0;3.5
2022-01-06 08:00:00;91.56700746;3.3
2022-01-06 09:00:00;2296.876338;4.2
2022-01-06 10:00:00;4574.568435;5.9
2022-01-06 11:00:00;5853.742672;7.6
2022-01-06 12:00:00;6402.480611;8.9
2022-01-06 13:00:00;6483.152769;9.8
2022-01-06 14:00:00;6189.344576;10.3
2022-01-06 15:00:00;5623.496923;10.4
2022-01-06 16:00:00;4252.953598;9.9
2022-01-06 17:00:00;1290.983272;8.7
2022-01-06 18:00:00;13.02213998;7.3
2022-01-06 19:00:00;0;6.4
2022-01-06 20:00:00;0;5.6
2022-01-06 21:00:00;0;5
2022-01-06 22:00:00;0;4.7
2022-01-06 23:00:00;0;4.3
2022-01-07 00:00:00;0;4.1
2022-01-07 01:00:00;0;3.8
2022-01-07 02:00:00;0;3.5
2022-01-07 03:00:00;0;3.3
2022-01-07 04:00:00;0;3.1
2022-01-07 05:00:00;0;3
2022-01-07 06:00:00;0;3
2022-01-07 07:00:00;0;3
2022-01-07 08:00:00;91.74004765;3.2
2022-01-07 09:00:00;2157.964822;4.3
2022-01-07 10:00:00;4494.972272;6.4
2022-01-07 11:00:00;5874.322229;8.7
2022-01-07 12:00:00;6433.971628;10.5
2022-01-07 13:00:00;6524.729051;11.5
2022-01-07 14:00:00;6164.484808;11.9
2022-01-07 15:00:00;5249.011598;11.9
2022-01-07 16:00:00;3809.875277;11.3
2022-01-07 17:00:00;1299.728338;9.7
2022-01-07 18:00:00;15.07401641;8.1
2022-01-07 19:00:00;0;7.4
2022-01-07 20:00:00;0;6.9
2022-01-07 21:00:00;0;6.4
2022-01-07 22:00:00;0;5.9
2022-01-07 23:00:00;0;5.4
2022-01-08 00:00:00;0;5.2
2022-01-08 01:00:00;0;4.9
2022-01-08 02:00:00;0;4.6
2022-01-08 03:00:00;0;4.3
2022-01-08 04:00:00;0;4.1
2022-01-08 05:00:00;0;3.9
2022-01-08 06:00:00;0;3.7
2022-01-08 07:00:00;0;3.5
2022-01-08 08:00:00;93.93871004;3.5
2022-01-08 09:00:00;2432.888045;4.5
2022-01-08 10:00:00;4782.913252;6.5
2022-01-08 11:00:00;5989.704761;8.5
2022-01-08 12:00:00;6429.825668;10.2
2022-01-08 13:00:00;6429.02496;11.5
2022-01-08 14:00:00;6198.721251;12.3
2022-01-08 15:00:00;5640.765833;12.7
2022-01-08 16:00:00;4285.148512;12.3
2022-01-08 17:00:00;1431.345117;10.9
2022-01-08 18:00:00;18.98605204;9.7
2022-01-08 19:00:00;0;9.1
2022-01-08 20:00:00;0;8.2
2022-01-08 21:00:00;0;7.6
2022-01-08 22:00:00;0;7.3
2022-01-08 23:00:00;0;7.1
2022-01-09 00:00:00;0;6.9
2022-01-09 01:00:00;0;6.8
2022-01-09 02:00:00;0;6.7
2022-01-09 03:00:00;0;6.8
2022-01-09 04:00:00;0;7.1
2022-01-09 05:00:00;0;7.2
2022-01-09 06:00:00;0;7.4
2022-01-09 07:00:00;0;7.5
2022-01-09 08:00:00;60.84721575;7.7
2022-01-09 09:00:00;1368.063325;8.3
2022-01-09 10:00:00;2958.454437;9.5
2022-01-09 11:00:00;4339.956039;11
2022-01-09 12:00:00;5210.833294;12.4
2022-01-09 13:00:00;5418.040523;13.4
2022-01-09 14:00:00;4823.426016;14.2
2022-01-09 15:00:00;4007.164123;14.6
2022-01-09 16:00:00;2861.122424;14.4
2022-01-09 17:00:00;947.0906369;13.4
2022-01-09 18:00:00;19.91039851;12.3
2022-01-09 19:00:00;0;11.7
2022-01-09 20:00:00;0;11.4
2022-01-09 21:00:00;0;11.2
2022-01-09 22:00:00;0;11.1
2022-01-09 23:00:00;0;11
2022-01-10 00:00:00;0;10.8
2022-01-10 01:00:00;0;10.6
2022-01-10 02:00:00;0;10.5
2022-01-10 03:00:00;0;10.5
2022-01-10 04:00:00;0;10.5
2022-01-10 05:00:00;0;10.4
2022-01-10 06:00:00;0;10.2
2022-01-10 07:00:00;0;10.1
2022-01-10 08:00:00;56.07422183;9.9
2022-01-10 09:00:00;961.613588;10.4
2022-01-10 10:00:00;2721.576981;11.7
2022-01-10 11:00:00;4004.119622;13
2022-01-10 12:00:00;4874.590582;14
2022-01-10 13:00:00;5058.035209;14.6
2022-01-10 14:00:00;5055.008629;15
2022-01-10 15:00:00;4470.852243;15.1
2022-01-10 16:00:00;3401.600814;14.7
2022-01-10 17:00:00;1269.964895;13.6
2022-01-10 18:00:00;24.13703074;12.3
2022-01-10 19:00:00;0;11.6
2022-01-10 20:00:00;0;11.1
2022-01-10 21:00:00;0;10.6
2022-01-10 22:00:00;0;10.1
2022-01-10 23:00:00;0;9.8
2022-01-11 00:00:00;0;9.3
2022-01-11 01:00:00;0;8.9
2022-01-11 02:00:00;0;8.7
2022-01-11 03:00:00;0;8.7
2022-01-11 04:00:00;0;8.6
2022-01-11 05:00:00;0;8.6
2022-01-11 06:00:00;0;8.7
2022-01-11 07:00:00;0;8.8
2022-01-11 08:00:00;48.36172608;8.7
2022-01-11 09:00:00;1431.22931;9.4
2022-01-11 10:00:00;3387.969971;10.6
2022-01-11 11:00:00;4600.822393;11.9
2022-01-11 12:00:00;5314.060169;12.9
2022-01-11 13:00:00;5618.588015;13.6
2022-01-11 14:00:00;5237.567846;14
2022-01-11 15:00:00;4369.014756;14.1
2022-01-11 16:00:00;3299.788747;13.6
2022-01-11 17:00:00;1232.983822;12.5
2022-01-11 18:00:00;24.07310912;11
2022-01-11 19:00:00;0;10.2
2022-01-11 20:00:00;0;9.5
2022-01-11 21:00:00;0;8.9
2022-01-11 22:00:00;0;8.4
2022-01-11 23:00:00;0;7.9
2022-01-12 00:00:00;0;7.6
2022-01-12 01:00:00;0;7.6
2022-01-12 02:00:00;0;7.4
2022-01-12 03:00:00;0;7.1
2022-01-12 04:00:00;0;6.8
2022-01-12 05:00:00;0;6.3
2022-01-12 06:00:00;0;5.8
2022-01-12 07:00:00;0;5.5
2022-01-12 08:00:00;84.55803044;5.3
2022-01-12 09:00:00;2171.01342;6.2
2022-01-12 10:00:00;4327.001456;8
2022-01-12 11:00:00;5497.271836;9.7
2022-01-12 12:00:00;6162.249577;11
2022-01-12 13:00:00;6137.162496;11.7
2022-01-12 14:00:00;5899.322872;12
2022-01-12 15:00:00;5007.808413;12
2022-01-12 16:00:00;3815.579497;11.6
2022-01-12 17:00:00;1369.349514;10.3
2022-01-12 18:00:00;25.05266833;8.8
2022-01-12 19:00:00;0;7.9
2022-01-12 20:00:00;0;7.1
2022-01-12 21:00:00;0;6.2
2022-01-12 22:00:00;0;5.5
2022-01-12 23:00:00;0;5
2022-01-13 00:00:00;0;4.9
2022-01-13 01:00:00;0;4.6
2022-01-13 02:00:00;0;4.3
2022-01-13 03:00:00;0;4.1
2022-01-13 04:00:00;0;3.9
2022-01-13 05:00:00;0;3.7
2022-01-13 06:00:00;0;3.5
2022-01-13 07:00:00;0;3.5
2022-01-13 08:00:00;69.35092073;3.5
2022-01-13 09:00:00;2036.338959;4.3
2022-01-13 10:00:00;4423.115525;5.9
2022-01-13 11:00:00;5618.010965;7.7
2022-01-13 12:00:00;6265.383972;9.2
2022-01-13 13:00:00;6192.035964;10.3
2022-01-13 14:00:00;5397.659669;11
2022-01-13 15:00:00;5039.047174;11.1
2022-01-13 16:00:00;4045.869784;10.8
2022-01-13 17:00:00;1726.74114;9.4
2022-01-13 18:00:00;36.75045392;7.8
2022-01-13 19:00:00;0;6.7
2022-01-13 20:00:00;0;5.7
2022-01-13 21:00:00;0;4.9
2022-01-13 22:00:00;0;4.4
2022-01-13 23:00:00;0;3.9
2022-01-14 00:00:00;0;3.9
2022-01-14 01:00:00;0;3.7
2022-01-14 02:00:00;0;3.7
2022-01-14 03:00:00;0;3.7
2022-01-14 04:00:00;0;3.6
2022-01-14 05:00:00;0;3.5
2022-01-14 06:00:00;0;3.4
2022-01-14 07:00:00;0;3.3
2022-01-14 08:00:00;59.78844774;3.1
2022-01-14 09:00:00;2024.442174;4
2022-01-14 10:00:00;4441.148595;5.9
2022-01-14 11:00:00;5884.133817;8
2022-01-14 12:00:00;6668.941216;9.7
2022-01-14 13:00:00;6565.556511;10.7
2022-01-14 14:00:00;6285.780364;11.3
2022-01-14 15:00:00;5432.845462;11.5
2022-01-14 16:00:00;4084.397832;11.2
2022-01-14 17:00:00;1649.467034;9.7
2022-01-14 18:00:00;42.49252873;7.9
2022-01-14 19:00:00;0;7
2022-01-14 20:00:00;0;6
2022-01-14 21:00:00;0;5.1
2022-01-14 22:00:00;0;4.3
2022-01-14 23:00:00;0;3.6
2022-01-15 00:00:00;0;3.4
2022-01-15 01:00:00;0;2.9
2022-01-15 02:00:00;0;2.5
2022-01-15 03:00:00;0;2.3
2022-01-15 04:00:00;0;2.1
2022-01-15 05:00:00;0;1.8
2022-01-15 06:00:00;0;1.6
2022-01-15 07:00:00;0;1.5
2022-01-15 08:00:00;107.9019255;1.5
2022-01-15 09:00:00;2606.893374;2.8
2022-01-15 10:00:00;5246.126093;5.2
2022-01-15 11:00:00;6574.984822;7.7
2022-01-15 12:00:00;7199.111581;9.5
2022-01-15 13:00:00;7260.419545;10.7
2022-01-15 14:00:00;6895.460863;11.4
2022-01-15 15:00:00;6147.46016;11.6
2022-01-15 16:00:00;4578.365519;11.3
2022-01-15 17:00:00;1719.346405;10
2022-01-15 18:00:00;46.03538151;8.1
2022-01-15 19:00:00;0;6.8
2022-01-15 20:00:00;0;5.8
2022-01-15 21:00:00;0;5.2
2022-01-15 22:00:00;0;4.7
2022-01-15 23:00:00;0;4.3
2022-01-16 00:00:00;0;3.5
2022-01-16 01:00:00;0;3
2022-01-16 02:00:00;0;2.8
2022-01-16 03:00:00;0;2.6
2022-01-16 04:00:00;0;2.4
2022-01-16 05:00:00;0;2.1
2022-01-16 06:00:00;0;1.9
2022-01-16 07:00:00;0;1.8
2022-01-16 08:00:00;117.8605567;1.7
2022-01-16 09:00:00;2669.283836;2.9
2022-01-16 10:00:00;5200.097992;5.3
2022-01-16 11:00:00;6505.246471;7.9
2022-01-16 12:00:00;7117.41536;9.9
2022-01-16 13:00:00;7342.614286;11.3
2022-01-16 14:00:00;7106.563749;12
2022-01-16 15:00:00;6241.077761;12.2
2022-01-16 16:00:00;4964.950723;11.7
2022-01-16 17:00:00;2014.378476;9.7
2022-01-16 18:00:00;56.10327324;7.5
2022-01-16 19:00:00;0;6.4
2022-01-16 20:00:00;0;5.5
2022-01-16 21:00:00;0;4.5
2022-01-16 22:00:00;0;3.8
2022-01-16 23:00:00;0;3.3
2022-01-17 00:00:00;0;2.8
2022-01-17 01:00:00;0;2.5
2022-01-17 02:00:00;0;2.2
2022-01-17 03:00:00;0;2.1
2022-01-17 04:00:00;0;1.9
2022-01-17 05:00:00;0;1.7
2022-01-17 06:00:00;0;1.5
2022-01-17 07:00:00;0;1.4
2022-01-17 08:00:00;132.017367;1.5
2022-01-17 09:00:00;2798.312947;2.9
2022-01-17 10:00:00;5242.287824;5.5
2022-01-17 11:00:00;6678.881562;8.1
2022-01-17 12:00:00;7343.305265;10.1
2022-01-17 13:00:00;7564.285674;11.4
2022-01-17 14:00:00;7377.737578;12
2022-01-17 15:00:00;6715.026274;12.1
2022-01-17 16:00:00;5265.693776;11.6
2022-01-17 17:00:00;2291.249653;9.9
2022-01-17 18:00:00;62.98023515;8.1
2022-01-17 19:00:00;0;6.8
2022-01-17 20:00:00;0;5.4
2022-01-17 21:00:00;0;4.4
2022-01-17 22:00:00;0;3.8
2022-01-17 23:00:00;0;3.1
2022-01-18 00:00:00;0;2.8
2022-01-18 01:00:00;0;2.5
2022-01-18 02:00:00;0;2.2
2022-01-18 03:00:00;0;1.9
2022-01-18 04:00:00;0;1.6
2022-01-18 05:00:00;0;1.4
2022-01-18 06:00:00;0;1.2
2022-01-18 07:00:00;0;1.1
2022-01-18 08:00:00;136.6893109;1.2
2022-01-18 09:00:00;2906.456545;2.5
2022-01-18 10:00:00;5408.763902;5.2
2022-01-18 11:00:00;6650.047717;7.8
2022-01-18 12:00:00;7250.46279;9.7
2022-01-18 13:00:00;7461.020524;11
2022-01-18 14:00:00;7306.188183;11.7
2022-01-18 15:00:00;6638.400984;11.9
2022-01-18 16:00:00;5213.838272;11.4
2022-01-18 17:00:00;2251.955342;10
2022-01-18 18:00:00;68.02068919;8
2022-01-18 19:00:00;0;6.8
2022-01-18 20:00:00;0;5.6
2022-01-18 21:00:00;0;4.4
2022-01-18 22:00:00;0;3.7
2022-01-18 23:00:00;0;3.2
2022-01-19 00:00:00;0;3.1
2022-01-19 01:00:00;0;2.8
2022-01-19 02:00:00;0;2.5
2022-01-19 03:00:00;0;2.3
2022-01-19 04:00:00;0;2
2022-01-19 05:00:00;0;1.8
2022-01-19 06:00:00;0;1.6
2022-01-19 07:00:00;0;1.5
2022-01-19 08:00:00;121.5178979;1.7
2022-01-19 09:00:00;2552.103482;2.9
2022-01-19 10:00:00;5149.869627;5.4
2022-01-19 11:00:00;6642.905069;7.9
2022-01-19 12:00:00;7276.132624;9.7
2022-01-19 13:00:00;7468.668642;10.9
2022-01-19 14:00:00;7074.89697;11.6
2022-01-19 15:00:00;6464.282502;11.8
2022-01-19 16:00:00;5032.824289;11.5
2022-01-19 17:00:00;2331.409656;10.2
2022-01-19 18:00:00;80.00207981;8.5
2022-01-19 19:00:00;0;7.3
2022-01-19 20:00:00;0;6
2022-01-19 21:00:00;0;5
2022-01-19 22:00:00;0;4.5
2022-01-19 23:00:00;0;4.1
2022-01-20 00:00:00;0;3.7
2022-01-20 01:00:00;0;3.5
2022-01-20 02:00:00;0;3.3
2022-01-20 03:00:00;0;3.1
2022-01-20 04:00:00;0;3
2022-01-20 05:00:00;0;3.1
2022-01-20 06:00:00;0;3
2022-01-20 07:00:00;0;2.8
2022-01-20 08:00:00;113.1992673;2.9
2022-01-20 09:00:00;2436.175888;4.1
2022-01-20 10:00:00;4874.401929;6.4
2022-01-20 11:00:00;6174.439952;8.7
2022-01-20 12:00:00;6957.407822;10.4
2022-01-20 13:00:00;7202.395901;11.6
2022-01-20 14:00:00;6836.871194;12.2
2022-01-20 15:00:00;5984.073951;12.3
2022-01-20 16:00:00;4792.224282;12
2022-01-20 17:00:00;2178.512019;10.7
2022-01-20 18:00:00;86.87456662;8.9
2022-01-20 19:00:00;0;7.5
2022-01-20 20:00:00;0;6.8
2022-01-20 21:00:00;0;6.1
2022-01-20 22:00:00;0;5.5
2022-01-20 23:00:00;0;5.1
2022-01-21 00:00:00;0;4.6
2022-01-21 01:00:00;0;4.3
2022-01-21 02:00:00;0;4.1
2022-01-21 03:00:00;0;3.9
2022-01-21 04:00:00;0;3.6
2022-01-21 05:00:00;0;3.3
2022-01-21 06:00:00;0;3
2022-01-21 07:00:00;0;2.7
2022-01-21 08:00:00;144.0926278;2.7
2022-01-21 09:00:00;2638.150057;3.6
2022-01-21 10:00:00;5075.75246;5.5
2022-01-21 11:00:00;6469.055112;7.4
2022-01-21 12:00:00;7221.964853;8.8
2022-01-21 13:00:00;7351.882799;9.6
2022-01-21 14:00:00;7219.535415;10.2
2022-01-21 15:00:00;6464.951528;10.3
2022-01-21 16:00:00;5021.057797;9.9
2022-01-21 17:00:00;2463.732178;8.8
2022-01-21 18:00:00;96.56140868;7.4
2022-01-21 19:00:00;0;6.4
2022-01-21 20:00:00;0;5.7
2022-01-21 21:00:00;0;5.2
2022-01-21 22:00:00;0;4.8
2022-01-21 23:00:00;0;4.4
2022-01-22 00:00:00;0;4.1
2022-01-22 01:00:00;0;3.8
2022-01-22 02:00:00;0;3.5
2022-01-22 03:00:00;0;3.3
2022-01-22 04:00:00;0;3
2022-01-22 05:00:00;0;3
2022-01-22 06:00:00;0;3.1
2022-01-22 07:00:00;0;3.1
2022-01-22 08:00:00;74.93236184;3.1
2022-01-22 09:00:00;1863.560013;3.8
2022-01-22 10:00:00;3871.911815;5.3
2022-01-22 11:00:00;5093.593863;6.9
2022-01-22 12:00:00;5798.586744;8.2
2022-01-22 13:00:00;6148.321285;9.2
2022-01-22 14:00:00;5799.814966;9.9
2022-01-22 15:00:00;5178.460003;10.1
2022-01-22 16:00:00;3908.420332;9.9
2022-01-22 17:00:00;2030.513291;8.8
2022-01-22 18:00:00;91.76730444;7.1
2022-01-22 19:00:00;0;5.9
2022-01-22 20:00:00;0;5.1
2022-01-22 21:00:00;0;4.4
2022-01-22 22:00:00;0;3.8
2022-01-22 23:00:00;0;3.3
2022-01-23 00:00:00;0;2.8
2022-01-23 01:00:00;0;2.5
2022-01-23 02:00:00;0;2.2
2022-01-23 03:00:00;0;2.1
2022-01-23 04:00:00;0;1.8
2022-01-23 05:00:00;0;1.7
2022-01-23 06:00:00;0;1.7
2022-01-23 07:00:00;0;1.8
2022-01-23 08:00:00;99.98341769;2.1
2022-01-23 09:00:00;2150.613411;3.3
2022-01-23 10:00:00;4244.196628;5.7
2022-01-23 11:00:00;5263.917079;7.8
2022-01-23 12:00:00;5820.372596;9.4
2022-01-23 13:00:00;5878.86597;10.4
2022-01-23 14:00:00;5746.709602;11
2022-01-23 15:00:00;5299.497478;11.3
2022-01-23 16:00:00;4037.348487;11.2
2022-01-23 17:00:00;2032.705849;10
2022-01-23 18:00:00;103.5493039;8.3
2022-01-23 19:00:00;0;7
2022-01-23 20:00:00;0;6.4
2022-01-23 21:00:00;0;5.7
2022-01-23 22:00:00;0;4.8
2022-01-23 23:00:00;0;4.1
2022-01-24 00:00:00;0;4.3
2022-01-24 01:00:00;0;4
2022-01-24 02:00:00;0;3.9
2022-01-24 03:00:00;0;3.7
2022-01-24 04:00:00;0;3.7
2022-01-24 05:00:00;0;3.6
2022-01-24 06:00:00;0;3.5
2022-01-24 07:00:00;0;3.4
2022-01-24 08:00:00;110.8360074;3.6
2022-01-24 09:00:00;1875.85784;4.6
2022-01-24 10:00:00;4148.019069;6.6
2022-01-24 11:00:00;5537.753206;8.7
2022-01-24 12:00:00;5533.533215;10.2
2022-01-24 13:00:00;4998.272099;11.1
2022-01-24 14:00:00;4778.704098;11.5
2022-01-24 15:00:00;3884.64357;11.7
2022-01-24 16:00:00;3094.937047;11.4
2022-01-24 17:00:00;1580.616341;10.3
2022-01-24 18:00:00;91.22355339;8.9
2022-01-24 19:00:00;0;8.3
2022-01-24 20:00:00;0;7.8
2022-01-24 21:00:00;0;6.9
2022-01-24 22:00:00;0;6.2
2022-01-24 23:00:00;0;5.9
2022-01-25 00:00:00;0;4.9
2022-01-25 01:00:00;0;4.7
2022-01-25 02:00:00;0;4.6
2022-01-25 03:00:00;0;4.4
2022-01-25 04:00:00;0;4.2
2022-01-25 05:00:00;0;4
2022-01-25 06:00:00;0;3.8
2022-01-25 07:00:00;0;3.8
2022-01-25 08:00:00;93.11473849;4
2022-01-25 09:00:00;1750.269481;5
2022-01-25 10:00:00;3838.824051;6.9
2022-01-25 11:00:00;5269.060346;9
2022-01-25 12:00:00;6246.685418;10.7
2022-01-25 13:00:00;6121.000788;11.8
2022-01-25 14:00:00;5056.026868;12.4
2022-01-25 15:00:00;4162.839144;12.5
2022-01-25 16:00:00;2476.729793;12.3
2022-01-25 17:00:00;1161.84479;11.3
2022-01-25 18:00:00;76.06128589;10.1
2022-01-25 19:00:00;0;9
2022-01-25 20:00:00;0;7.6
2022-01-25 21:00:00;0;6.5
2022-01-25 22:00:00;0;5.8
2022-01-25 23:00:00;0;5.3
2022-01-26 00:00:00;0;4.6
2022-01-26 01:00:00;0;4.1
2022-01-26 02:00:00;0;3.8
2022-01-26 03:00:00;0;3.4
2022-01-26 04:00:00;0;3.2
2022-01-26 05:00:00;0;3.1
2022-01-26 06:00:00;0;3.1
2022-01-26 07:00:00;0;3
2022-01-26 08:00:00;130.860576;3.2
2022-01-26 09:00:00;2049.504794;4.5
2022-01-26 10:00:00;4479.452099;6.8
2022-01-26 11:00:00;5759.45211;9.2
2022-01-26 12:00:00;6493.00774;11
2022-01-26 13:00:00;6952.975891;12.1
2022-01-26 14:00:00;6245.106905;12.7
2022-01-26 15:00:00;5004.320526;12.8
2022-01-26 16:00:00;4433.050435;12.5
2022-01-26 17:00:00;2254.519164;11.2
2022-01-26 18:00:00;133.5059067;9.3
2022-01-26 19:00:00;0;8
2022-01-26 20:00:00;0;7.2
2022-01-26 21:00:00;0;6.4
2022-01-26 22:00:00;0;5.8
2022-01-26 23:00:00;0;5.4
2022-01-27 00:00:00;0;5
2022-01-27 01:00:00;0;4.5
2022-01-27 02:00:00;0;4.1
2022-01-27 03:00:00;0;4
2022-01-27 04:00:00;0;3.7
2022-01-27 05:00:00;0;3.4
2022-01-27 06:00:00;0;3.1
2022-01-27 07:00:00;0;2.9
2022-01-27 08:00:00;177.3586528;3.1
2022-01-27 09:00:00;2540.693717;4.5
2022-01-27 10:00:00;4964.686848;7
2022-01-27 11:00:00;6148.440231;9.6
2022-01-27 12:00:00;7034.538643;11.5
2022-01-27 13:00:00;7165.086423;12.7
2022-01-27 14:00:00;7034.815486;13.4
2022-01-27 15:00:00;6376.378262;13.5
2022-01-27 16:00:00;4838.039017;13
2022-01-27 17:00:00;2401.427773;11.5
2022-01-27 18:00:00;132.5091885;9.6
2022-01-27 19:00:00;0;8.1
2022-01-27 20:00:00;0;7.1
2022-01-27 21:00:00;0;6.3
2022-01-27 22:00:00;0;5.8
2022-01-27 23:00:00;0;5.2
2022-01-28 00:00:00;0;4.8
2022-01-28 01:00:00;0;4.5
2022-01-28 02:00:00;0;4.2
2022-01-28 03:00:00;0;3.9
2022-01-28 04:00:00;0;3.6
2022-01-28 05:00:00;0;3.6
2022-01-28 06:00:00;0;3.5
2022-01-28 07:00:00;0;3.3
2022-01-28 08:00:00;226.8056793;3.5
2022-01-28 09:00:00;3237.646396;4.9
2022-01-28 10:00:00;5718.201337;7.4
2022-01-28 11:00:00;7098.673676;9.9
2022-01-28 12:00:00;7750.22836;12
2022-01-28 13:00:00;7990.070774;13.4
2022-01-28 14:00:00;7859.808407;14.2
2022-01-28 15:00:00;7211.652894;14.4
2022-01-28 16:00:00;5848.282334;14
2022-01-28 17:00:00;3255.002656;12.5
2022-01-28 18:00:00;202.4193767;10.2
2022-01-28 19:00:00;0;8.3
2022-01-28 20:00:00;0;7.3
2022-01-28 21:00:00;0;6.7
2022-01-28 22:00:00;0;5.9
2022-01-28 23:00:00;0;5.2
2022-01-29 00:00:00;0;4.7
2022-01-29 01:00:00;0;4.4
2022-01-29 02:00:00;0;4.1
2022-01-29 03:00:00;0;3.8
2022-01-29 04:00:00;0;3.5
2022-01-29 05:00:00;0;3.2
