,count
2022-10-25,575.0
2022-10-26,575.0
2022-10-27,575.0
2022-10-28,575.0
2022-10-29,575.0
2022-10-30,576.0
2022-10-31,576.0
2022-11-01,575.0
2022-11-02,575.0
2022-11-03,575.0
2022-11-04,575.0
2022-11-05,575.0
2022-11-06,575.0
2022-11-07,575.0
2022-11-08,575.0
2022-11-09,576.0
2022-11-10,576.0
2022-11-11,576.0
2022-11-12,576.0
2022-11-13,577.0
2022-11-14,577.0
2022-11-15,577.0
2022-11-16,577.0
2022-11-17,577.0
2022-11-18,577.0
2022-11-19,577.0
2022-11-20,577.0
2022-11-21,577.0
2022-11-22,577.0
2022-11-23,577.0
2022-11-24,577.0
2022-11-25,577.0
2022-11-26,577.0
2022-11-27,577.0
2022-11-28,577.0
2022-11-29,577.0
2022-11-30,577.0
2022-12-01,576.0
2022-12-02,576.0
2022-12-03,576.0
2022-12-04,576.0
2022-12-05,576.0
2022-12-06,576.0
2022-12-07,576.0
2022-12-08,576.0
2022-12-09,576.0
2022-12-10,576.0
2022-12-11,576.0
2022-12-12,576.0
2022-12-13,576.0
2022-12-14,576.0
2022-12-15,576.0
2022-12-16,577.0
2022-12-17,577.0
2022-12-18,577.0
2022-12-19,577.0
2022-12-20,577.0
2022-12-21,577.0
2022-12-22,577.0
2022-12-23,577.0
2022-12-24,577.0
2022-12-25,577.0
2022-12-26,577.0
2022-12-27,577.4166666666666
2022-12-28,578.0
2022-12-29,578.0
2022-12-30,578.375
2022-12-31,579.0
2023-01-01,775.0
2023-01-02,775.0
2023-01-03,775.0
2023-01-04,775.0
2023-01-05,775.0
2023-01-06,775.0
2023-01-07,775.0
2023-01-08,775.0
2023-01-09,775.0
2023-01-10,775.0
2023-01-11,775.0
2023-01-12,775.0
2023-01-13,775.0
2023-01-14,775.0
2023-01-15,775.0
2023-01-16,775.0
2023-01-17,775.0
2023-01-18,775.0
2023-01-19,775.0
2023-01-20,775.0
2023-01-21,775.0
2023-01-22,775.0
2023-01-23,775.0
2023-01-24,775.0
2023-01-25,775.0
2023-01-26,776.0
2023-01-27,777.0
2023-01-28,776.0
2023-01-29,777.0
2023-01-30,777.0
2023-01-31,777.0
2023-02-01,781.0
2023-02-02,781.0
2023-02-03,781.0
2023-02-04,781.0
2023-02-05,780.0
2023-02-06,781.0
2023-02-07,781.0
2023-02-08,781.0
2023-02-09,781.0
2023-02-10,781.0
2023-02-11,781.0
2023-02-12,781.0
2023-02-13,779.9583333333334
2023-02-14,779.0
2023-02-15,779.0
2023-02-16,779.0
2023-02-17,779.0
2023-02-18,778.0
2023-02-19,779.0
2023-02-20,779.0
2023-02-21,778.0
2023-02-22,779.0
2023-02-23,779.0
2023-02-24,779.0
2023-02-25,779.0
2023-02-26,779.0
2023-02-27,779.0
2023-02-28,779.0
2023-03-01,785.0
2023-03-02,785.0
2023-03-03,785.0
2023-03-04,785.0
2023-03-05,785.0
2023-03-06,786.0
2023-03-07,786.0
2023-03-08,786.0
2023-03-09,787.0
2023-03-10,787.0
2023-03-11,787.0
2023-03-12,788.0
2023-03-13,788.0
2023-03-14,788.25
2023-03-15,789.0
2023-03-16,789.0
2023-03-17,789.0
2023-03-18,789.0
2023-03-19,789.0
2023-03-20,789.0
2023-03-21,789.0
2023-03-22,788.0
2023-03-23,789.0
2023-03-24,789.0
2023-03-25,789.0
2023-03-26,756.0416666666666
2023-03-27,789.0
2023-03-28,789.0
2023-03-29,789.0
2023-03-30,790.5833333333334
2023-03-31,791.0
2023-04-01,797.0
2023-04-02,797.0
2023-04-03,797.0
2023-04-04,797.0
2023-04-05,797.0
2023-04-06,797.0
2023-04-07,797.0
2023-04-08,797.0
2023-04-09,797.0
2023-04-10,797.0
2023-04-11,797.0
2023-04-12,798.0
2023-04-13,798.0
2023-04-14,797.0
2023-04-15,797.0
2023-04-16,798.0
2023-04-17,798.0
2023-04-18,798.0
2023-04-19,798.0
2023-04-20,798.0
2023-04-21,798.0
2023-04-22,798.0
2023-04-23,798.0
2023-04-24,798.0
2023-04-25,798.0
2023-04-26,798.0
2023-04-27,798.0
2023-04-28,798.0
2023-04-29,798.0
2023-04-30,798.0
2023-05-01,803.6666666666666
2023-05-02,802.6666666666666
2023-05-03,803.6666666666666
2023-05-04,803.6666666666666
2023-05-05,803.6666666666666
2023-05-06,803.6666666666666
2023-05-07,803.0
2023-05-08,803.6666666666666
2023-05-09,803.6666666666666
2023-05-10,803.6666666666666
2023-05-11,803.6666666666666
2023-05-12,803.6666666666666
2023-05-13,804.6666666666666
2023-05-14,804.0
2023-05-15,804.6666666666666
2023-05-16,804.6666666666666
2023-05-17,804.6666666666666
2023-05-18,804.6666666666666
2023-05-19,804.6666666666666
2023-05-20,804.6666666666666
2023-05-21,804.0
2023-05-22,804.6666666666666
2023-05-23,804.6666666666666
2023-05-24,804.6666666666666
2023-05-25,804.6666666666666
2023-05-26,804.6666666666666
2023-05-27,801.6666666666666
2023-05-28,804.0
2023-05-29,804.6666666666666
2023-05-30,804.6666666666666
2023-05-31,805.6666666666666
2023-06-01,815.0
2023-06-02,815.0
2023-06-03,815.0
2023-06-04,815.0
2023-06-05,815.0
2023-06-06,815.5
2023-06-07,816.0
2023-06-08,816.0
2023-06-09,816.0
2023-06-10,816.0
2023-06-11,816.0
2023-06-12,815.5
2023-06-13,815.0
2023-06-14,816.0
2023-06-15,816.0
2023-06-16,816.0
2023-06-17,816.0
2023-06-18,816.0
2023-06-19,815.0
2023-06-20,816.0
2023-06-21,816.0
2023-06-22,816.0
2023-06-23,816.0
2023-06-24,817.0
2023-06-25,817.0
2023-06-26,817.0
2023-06-27,817.0
2023-06-28,818.0
2023-06-29,818.0
2023-06-30,818.0
2023-07-01,987.0
2023-07-02,988.0
2023-07-03,988.0
2023-07-04,988.0
2023-07-05,988.0
2023-07-06,988.0
2023-07-07,988.0
2023-07-08,987.0
2023-07-09,988.0
2023-07-10,988.0
2023-07-11,988.0
2023-07-12,988.0
2023-07-13,989.0
2023-07-14,989.0
2023-07-15,987.0
2023-07-16,988.0
2023-07-17,988.0
2023-07-18,988.0
2023-07-19,988.0
2023-07-20,988.0
2023-07-21,988.0
2023-07-22,988.0
2023-07-23,989.0
2023-07-24,989.0
2023-07-25,989.0
2023-07-26,989.0
2023-07-27,989.0
2023-07-28,989.0
2023-07-29,989.0
2023-07-30,989.0
2023-07-31,989.0
2023-08-01,993.0
2023-08-02,993.0
2023-08-03,993.0
2023-08-04,993.0
2023-08-05,993.0
2023-08-06,993.0
2023-08-07,993.0
2023-08-08,993.0
2023-08-09,993.0
2023-08-10,993.0
2023-08-11,993.0
2023-08-12,992.0
2023-08-13,992.0
2023-08-14,993.0
2023-08-15,993.0
2023-08-16,993.0
2023-08-17,993.0
2023-08-18,993.0
2023-08-19,993.0
2023-08-20,993.0
2023-08-21,993.0
2023-08-22,993.0
2023-08-23,993.0
2023-08-24,993.0
2023-08-25,993.0
2023-08-26,993.0
2023-08-27,993.0
2023-08-28,993.0
2023-08-29,993.0
2023-08-30,993.0
2023-08-31,993.0
2023-09-01,1004.0
2023-09-02,1005.0
2023-09-03,1005.0
2023-09-04,1005.0
2023-09-05,1005.0
2023-09-06,1005.0
2023-09-07,1005.0
2023-09-08,1005.0
2023-09-09,1005.0
2023-09-10,1005.0
2023-09-11,1005.0
2023-09-12,1005.0
2023-09-13,1005.0
2023-09-14,1005.0
2023-09-15,1005.0
2023-09-16,1005.0
2023-09-17,1005.0
2023-09-18,1005.0
2023-09-19,1005.0
2023-09-20,1005.0
2023-09-21,1005.0
2023-09-22,1005.0
2023-09-23,1005.0
2023-09-24,1005.0
2023-09-25,1005.0
2023-09-26,1004.0
2023-09-27,1005.0
2023-09-28,1005.0
2023-09-29,1005.625
2023-09-30,1006.0
2023-10-01,1019.0
2023-10-02,1019.0
2023-10-03,1019.0
2023-10-04,1019.0
2023-10-05,1019.0
2023-10-06,1019.0
2023-10-07,1019.0
2023-10-08,1019.0
2023-10-09,1019.0
2023-10-10,1019.0
2023-10-11,1019.0
2023-10-12,1019.0
2023-10-13,1019.0
2023-10-14,1019.0
2023-10-15,1019.0
2023-10-16,1020.0
2023-10-17,1020.0
2023-10-18,1020.0
2023-10-19,1020.0
2023-10-20,1020.0
2023-10-21,1020.0
2023-10-22,1020.0
2023-10-23,1020.3333333333334
2023-10-24,1021.0
2023-10-25,1021.0
2023-10-26,1021.0
2023-10-27,1021.0
2023-10-28,1021.0
2023-10-29,1028.0
2023-10-30,1029.0
2023-10-31,1029.0
2023-11-01,1035.0
2023-11-02,1035.0
2023-11-03,1035.0
2023-11-04,1037.0
2023-11-05,1037.0
2023-11-06,1037.0
2023-11-07,1037.0
2023-11-08,1037.0
2023-11-09,1037.0
2023-11-10,1037.0
2023-11-11,1037.0
2023-11-12,1037.0
2023-11-13,1037.0
2023-11-14,1037.0
2023-11-15,1036.0
2023-11-16,1037.0
2023-11-17,1037.0
2023-11-18,1037.0
2023-11-19,1037.0
2023-11-20,1037.0
2023-11-21,1037.0
2023-11-22,1037.0
2023-11-23,1037.0
2023-11-24,1037.0
2023-11-25,1037.0
2023-11-26,1037.0
2023-11-27,1037.0
2023-11-28,1037.0
2023-11-29,1037.0
2023-11-30,1036.0
2023-12-01,1050.0
2023-12-02,1053.0
2023-12-03,1053.0
2023-12-04,1054.0
2023-12-05,1054.0
2023-12-06,1054.0
2023-12-07,1054.0
2023-12-08,1054.0
2023-12-09,1054.0
2023-12-10,1054.0
2023-12-11,1054.0
2023-12-12,1054.0
2023-12-13,1040.0
2023-12-14,802.0
2023-12-15,802.0
2023-12-16,802.0
2023-12-17,828.0
2023-12-18,1055.0
2023-12-19,1055.0
2023-12-20,997.0
2023-12-21,811.0
2023-12-22,1055.0
2023-12-23,1055.0
2023-12-24,1055.0
2023-12-25,1055.0
2023-12-26,1055.0
2023-12-27,1055.0
2023-12-28,1055.0
2023-12-29,1055.0
2023-12-30,1055.0
2023-12-31,1054.0
2024-01-01,1515.0
2024-01-02,1517.0
2024-01-03,1517.0
2024-01-04,1517.0
2024-01-05,1518.0
2024-01-06,1519.0
2024-01-07,1529.0
2024-01-08,1529.0
2024-01-09,1529.0
2024-01-10,1529.0
2024-01-11,1529.0
2024-01-12,1529.0
2024-01-13,1529.0
2024-01-14,1529.0
2024-01-15,1529.0
2024-01-16,1528.0
2024-01-17,1529.0
2024-01-18,1529.0
2024-01-19,1529.0
2024-01-20,1530.0
2024-01-21,1530.0
2024-01-22,1530.0
2024-01-23,1530.0
2024-01-24,1530.0
2024-01-25,1530.0
2024-01-26,1530.0
2024-01-27,1529.0
2024-01-28,1530.0
2024-01-29,1530.0
2024-01-30,1529.0
2024-01-31,1529.0
2024-02-01,1554.5
2024-02-02,1556.0
2024-02-03,1556.0
2024-02-04,1555.0
2024-02-05,1556.0
2024-02-06,1556.0
2024-02-07,1556.0
2024-02-08,1556.0
2024-02-09,1557.0
2024-02-10,1557.0
2024-02-11,1557.0
2024-02-12,1556.0
2024-02-13,1557.0
2024-02-14,1557.0
2024-02-15,1550.0
2024-02-16,1557.0
2024-02-17,1557.0
2024-02-18,1562.0
2024-02-19,1562.0
2024-02-20,1563.0
2024-02-21,1563.0
2024-02-22,1563.0
2024-02-23,1565.0
2024-02-24,1565.0
2024-02-25,1565.0
2024-02-26,1565.0
2024-02-27,1565.0
2024-02-28,1565.0
2024-02-29,1565.0
2024-03-01,1593.0
2024-03-02,1593.0
2024-03-03,1593.0
2024-03-04,1594.0
2024-03-05,1594.5
2024-03-06,1595.0
2024-03-07,1595.0
2024-03-08,1595.0
2024-03-09,1595.0
2024-03-10,1595.0
2024-03-11,1595.0
2024-03-12,1595.0
2024-03-13,1596.0
2024-03-14,1596.0
2024-03-15,1596.0
2024-03-16,1596.0
2024-03-17,1596.0
2024-03-18,1591.0
2024-03-19,1596.0
2024-03-20,1596.0
2024-03-21,1596.0
2024-03-22,1596.0
2024-03-23,1596.0
2024-03-24,1596.0
2024-03-25,1596.0
2024-03-26,1596.0
2024-03-27,1596.0
2024-03-28,1596.0
2024-03-29,1596.0
2024-03-30,1596.0
2024-03-31,1529.5
2024-04-01,1610.0
2024-04-02,1610.0
2024-04-03,1610.0
2024-04-04,1610.0
2024-04-05,1610.0
2024-04-06,1610.0
2024-04-07,1610.0
2024-04-08,1610.0
2024-04-09,1610.0
2024-04-10,1610.0
2024-04-11,1611.0
2024-04-12,1611.0
2024-04-13,1611.0
2024-04-14,1611.0
2024-04-15,1611.0
2024-04-16,1611.0
2024-04-17,1611.0
2024-04-18,1611.0
2024-04-19,1611.0
2024-04-20,1611.0
2024-04-21,1611.0
2024-04-22,1611.0
2024-04-23,1611.0
2024-04-24,1611.0
2024-04-25,1611.0
2024-04-26,1611.0
2024-04-27,1611.0
2024-04-28,1611.0
2024-04-29,1611.0
2024-04-30,1612.0
2024-05-01,1624.0
2024-05-02,1624.0
2024-05-03,1624.0
2024-05-04,1624.0
2024-05-05,1624.0
2024-05-06,1626.0
2024-05-07,1626.0
2024-05-08,1626.0
2024-05-09,1626.125
2024-05-10,1628.0
2024-05-11,1629.0
2024-05-12,1629.0
2024-05-13,1629.0
2024-05-14,1629.0
2024-05-15,1629.2916666666667
2024-05-16,1629.5833333333333
2024-05-17,1630.0
2024-05-18,1631.0
2024-05-19,1631.0
2024-05-20,1631.0
2024-05-21,1631.0
2024-05-22,1631.0
2024-05-23,1631.0
2024-05-24,1631.0
2024-05-25,1631.0
2024-05-26,1631.0
2024-05-27,1631.0
2024-05-28,1631.0
2024-05-29,1631.0
2024-05-30,1632.0
2024-05-31,1632.0
2024-06-01,1638.0
2024-06-02,1638.0
2024-06-03,1638.4166666666667
2024-06-04,1639.0
2024-06-05,1639.0
2024-06-06,1639.0
2024-06-07,1640.0
2024-06-08,1641.0
2024-06-09,1641.0
2024-06-10,1641.0
2024-06-11,1640.5
2024-06-12,1640.0
2024-06-13,1641.0
2024-06-14,1641.0
2024-06-15,1641.0
2024-06-16,1641.0
2024-06-17,1642.0
2024-06-18,1642.0
2024-06-19,1643.0
2024-06-20,1643.0
2024-06-21,1643.0
2024-06-22,1643.0
2024-06-23,1643.0
2024-06-24,1643.0
2024-06-25,1653.0
2024-06-26,1653.0
2024-06-27,1654.5416666666667
2024-06-28,1655.3333333333333
2024-06-29,1656.0
2024-06-30,1656.0
2024-07-01,1687.0
2024-07-02,1687.0
2024-07-03,1687.0
2024-07-04,1687.0
2024-07-05,1687.0
2024-07-06,1687.0
2024-07-07,1687.0
2024-07-08,1687.0
2024-07-09,1687.0
2024-07-10,1687.0
2024-07-11,1687.0
2024-07-12,1688.1666666666667
2024-07-13,1689.0
2024-07-14,1689.0
2024-07-15,1690.0
2024-07-16,1691.0
2024-07-17,1691.0
2024-07-18,1691.0
2024-07-19,1691.0
2024-07-20,1692.0
2024-07-21,1692.0
2024-07-22,1692.0
2024-07-23,1692.0
2024-07-24,1692.0
2024-07-25,1694.0
2024-07-26,1695.0
2024-07-27,1695.0
2024-07-28,1695.0
2024-07-29,1695.0
2024-07-30,1695.0
2024-07-31,1695.0
